respondent_id,h1n1_vaccine,seasonal vaccine
71,0.12881392377222523,0.1215034803589614
72,0.11071138889710304,0.4716792871865937
73,0.17082489958693284,0.9535528953951005
74,0.04221250296755005,0.4109898747327875
75,0.04794543512714154,0.33433501747847294
76,0.0762014202993593,0.42322750874472376
77,0.32275273106671415,0.8649984273469703
78,0.35900590326825216,0.5577936517144123
79,0.13068569641132635,0.2724831126509959
80,0.11199952156489562,0.47928901605320157
81,0.12068473290421543,0.9304713030337015
82,0.014741255432576945,0.2964060674390801
83,0.06709280468851216,0.3280917276560706
84,0.049098971659134925,0.06974370073123745
85,0.2081071217797381,0.782327118513717
86,0.10992038873531532,0.8866091717069876
87,0.7941670412955966,0.910699074556747
88,0.04015140882574856,0.9311050669534079
89,0.05865659418030836,0.0805117793879072
90,0.08898857242077576,0.6199385855579229
91,0.16854162703791414,0.17023844123273288
92,0.23740749879748946,0.19596869460956043
93,0.03605807869066245,0.9188338278114153
94,0.24896305350745618,0.3450340257783816
95,0.11577124548485841,0.23558356491450863
96,0.05244323127846061,0.15252250249662236
97,0.05692767439753503,0.09083259691657532
98,0.07608439701080189,0.18907207577403756
99,0.0629398414978325,0.8740258098058599
100,0.6638418138054837,0.9489664244687914
101,0.2679714309896299,0.5948725034476419
102,0.7154685292234092,0.1344513306764714
103,0.029301150507714688,0.07596258061645199
104,0.054724075989371734,0.057804849331798594
105,0.13820129792754507,0.7280851322287474
106,0.30838606108783095,0.2909913773417784
107,0.03332154471927902,0.42885016564599154
108,0.07058154022834329,0.1806663622665411
109,0.03849315538564225,0.1725321863224293
110,0.14602885437588292,0.6845894513991535
111,0.06045331419320426,0.19794190866492048
112,0.37675782240165645,0.446281187586767
113,0.0992103653887265,0.30131803012781744
114,0.11785763149566951,0.4760860036547649
115,0.21773359784078108,0.6236926665940669
116,0.45939657637660086,0.5272486053858548
117,0.04093028415157462,0.688662944836664
118,0.3986094732881637,0.751258475715146
119,0.08008835476432104,0.689959798811978
120,0.05474068812101646,0.1100779243547885
121,0.17433283974525093,0.6609600715507066
122,0.5853470031878114,0.9077532124012551
123,0.07082510352442119,0.6573308132525473
124,0.1977461883765316,0.806596558547987
125,0.11938569491426519,0.8106013952450529
126,0.006980655747059347,0.30592875575256184
127,0.12496283884452274,0.5079038766911722
128,0.3574499056461474,0.8950359440546505
129,0.15715884146220888,0.6158334635746775
130,0.04135371798860321,0.014873251818467959
131,0.11041735963219688,0.43016317487006833
132,0.1499710230856139,0.542543782527438
133,0.0880561396701487,0.11952933715610824
134,0.3146690181661578,0.8085466655913376
135,0.08455314498233206,0.2183185218378372
136,0.04525513504097873,0.01750921739811344
137,0.03833406285653343,0.49832167028552643
138,0.061512731103346756,0.680282165743146
139,0.06439175859935245,0.7149464431995108
140,0.3307435583650272,0.08442200503175319
141,0.03749267953415693,0.6809275704851547
142,0.12265295677667984,0.6393682046531901
143,0.5570290267268162,0.6023940860993513
144,0.033743525644223255,0.052568295538705165
145,0.04114445547061755,0.13637107068982313
146,0.4669480866780048,0.4811266701268945
147,0.018131037390694153,0.07864743499230294
148,0.5950610019195344,0.8854163207682507
149,0.10974614581053524,0.03317299485930222
150,0.4459146487990792,0.19404670913147115
151,0.12411349109877662,0.5865102314413025
152,0.09509833500888139,0.15296334221160263
153,0.11685690402434232,0.09799823445206483
154,0.06376566481513844,0.08529709143987159
155,0.10580209948115181,0.28222383964479214
156,0.2173529746287608,0.42856818151734766
157,0.47108838538258974,0.4514534310855458
158,0.01449045644789525,0.03544457672970669
159,0.25413517609655517,0.671031793405632
160,0.1056079381960112,0.16478353131383056
161,0.76427098529151,0.9267988372691596
162,0.11980250823372336,0.4320174081014371
163,0.595783022297065,0.8036318209914766
164,0.055400989107712476,0.041357679908660135
165,0.05570077017977424,0.29583525354734186
166,0.15527658584346368,0.8792730683879318
167,0.05415154775117486,0.10680423591977702
168,0.6011236986281215,0.934528494877342
169,0.04722454302339656,0.038713719592347096
170,0.07089052757165243,0.14662713655135354
171,0.18831567160663013,0.2636376780002534
172,0.01420993610437204,0.027349361754610575
173,0.048454057522437005,0.09262819041545499
174,0.03236247940555256,0.11901138219883493
175,0.04363487210096128,0.1275872473117968
176,0.08693894336786213,0.320832211126918
177,0.08136519028717154,0.20889219872847312
178,0.2131878680150804,0.8489307413139332
179,0.0791608460374854,0.7144745008422957
180,0.6619316499082636,0.8834104763715493
181,0.8906909108702145,0.9471967159044204
182,0.050964316855066714,0.12762413950674142
183,0.133914275308031,0.5034618747894904
184,0.3501078943126662,0.5213888560844081
185,0.13768711472884226,0.8069644800712316
186,0.0680166287428856,0.21685823965784554
187,0.14600015870531155,0.2999398175944004
188,0.08955242013679125,0.8447396195632367
189,0.053700309405622745,0.08944727736544324
190,0.051067924913292914,0.34872299211812097
191,0.22616676344390854,0.6252204030398784
192,0.06092533645293373,0.08718855781264241
193,0.1260373199579482,0.35512709950924815
194,0.009759944184151851,0.3280587255027286
195,0.1895290679248896,0.9400724936754548
196,0.20007069650441328,0.04908748313595255
197,0.05800523331960063,0.3649945524468408
198,0.3303950762943522,0.7701205055453962
199,0.07155365313440183,0.31090300607134785
200,0.014199289936085522,0.5860390377738095
201,0.11674931229162926,0.6956973998798297
202,0.07307004081487094,0.27097753108591743
203,0.09630661200941582,0.2436031714251759
204,0.0751206724994128,0.12275261945022493
205,0.48982325465011645,0.9509837798922738
206,0.7791921006018745,0.8755282257190792
207,0.0895675974373377,0.20234171460959005
208,0.15153984006945387,0.7523036464008529
209,0.0770515092216467,0.30995896042159427
210,0.006538360704425643,0.01625621891454952
211,0.6840936872935696,0.9132275188147987
212,0.3116487188279116,0.6140188903427535
213,0.044540993854057194,0.17011310083644277
214,0.14376623976586414,0.8660487577516813
215,0.05429418003257704,0.7483482408167408
216,0.07939297555123494,0.46474301180907784
217,0.6686344234614712,0.8758040517521802
218,0.12729060440374063,0.565872314892918
219,0.5927714994371778,0.42364220660394303
220,0.29122434578483863,0.6409333601678014
221,0.05139618672629164,0.4595492658159047
222,0.07730107624652315,0.1289860957095476
223,0.7422635980939606,0.9023212597803091
224,0.11589553407831231,0.45533260645097096
225,0.05111853522620221,0.8412502217940004
226,0.08675616870001707,0.7805854184232484
227,0.531720886039494,0.7248976160234459
228,0.14690531306870794,0.5397585957136063
229,0.4742117988410516,0.20306280842916696
230,0.2581805020727916,0.6830306702201188
231,0.07470147698411539,0.04728292584472874
232,0.024204527345069483,0.026931632991189346
233,0.07169807166338295,0.11089880347126081
234,0.05421149896312047,0.38103411552740535
235,0.5477928689906847,0.8242494779410684
236,0.1470955112389214,0.7007400638933929
237,0.10155338344092367,0.23229987068528177
238,0.1323014972473298,0.5592820679788574
239,0.13337237150324083,0.7561930758900924
240,0.14590691196654437,0.5270858425097003
241,0.018900599759996885,0.06799906550002302
242,0.01712761447281915,0.03193426665057641
243,0.037126437604331736,0.46876901495885714
244,0.08311966628305738,0.3391365012437656
245,0.8482003942651196,0.9392514417467247
246,0.7457520030547523,0.965410808131644
247,0.06307636470372677,0.17922276450459537
248,0.16745401525597298,0.6061152843187041
249,0.1400010213984324,0.3214582143327882
250,0.029494667024159867,0.8832699769024174
251,0.28798049041127266,0.7248809321575973
252,0.03395878910680596,0.17394302387256594
253,0.03649900529760121,0.04688426928428786
254,0.19021684120555385,0.5279119839156096
255,0.16468570515569475,0.8936551478226135
256,0.1526993150570613,0.2890025398912177
257,0.09352015596145322,0.14302610050070058
258,0.8262957837540074,0.9589664445998556
259,0.013027996757811378,0.023378382310080322
260,0.15495014655062597,0.41395241924436316
261,0.03678141464539542,0.7533393030760206
262,0.036350596173516075,0.1928145379667509
263,0.7055663571466746,0.4198238301733275
264,0.08563745023197229,0.3221097469274211
265,0.007183718352472665,0.020865873581848528
266,0.04622575276290228,0.09352915651702083
267,0.11550107738350295,0.35521682045735636
268,0.06342405943174777,0.5909124591265515
269,0.8329953796197057,0.5095461531283827
270,0.048232973682245904,0.2794071246608769
271,0.028174535592265362,0.7759816619970132
272,0.34691730965314604,0.6847964556373806
273,0.04641954571673218,0.09103880137212358
274,0.05830223613698135,0.28045799209776534
275,0.627628105727081,0.8651682604704944
276,0.1397033107359601,0.5230898260997323
277,0.0897534063899279,0.1476748056262542
278,0.022668493782831135,0.09268961809056427
279,0.1922087719162402,0.6198594940135796
280,0.061377824524755153,0.16219081693361978
281,0.033710313590634686,0.15583415131819156
282,0.3174725162845448,0.8035487945998816
283,0.013497778540688406,0.06825869107400646
284,0.3329124689601373,0.5326543330621454
285,0.2992027307821642,0.5050831710192044
286,0.1458288639447725,0.8074575178721068
287,0.16478672988803272,0.3830530191354721
288,0.14695980428495342,0.493968770366111
289,0.32136625659388374,0.38698067054657737
290,0.018628422335913664,0.06929704540118539
291,0.05059106878004771,0.05618119089387817
292,0.3581131798062796,0.44664744935702655
293,0.1364107358417909,0.34916067596233175
294,0.04400909980072554,0.7432054105719634
295,0.012642663172031533,0.28785808547668146
296,0.027401663715766397,0.06400689335447014
297,0.11040092515741426,0.2814512031251402
298,0.3308756906762178,0.7013151392230269
299,0.8091362034938403,0.9169337657653941
300,0.07426675722553215,0.18253475241296005
301,0.04283445714346607,0.04693850239261163
302,0.07520936338083158,0.26634358028087024
303,0.10505456201100839,0.21532790675739777
304,0.1345758659460017,0.20223558733550806
305,0.3995738821799952,0.6639958581569797
306,0.1195283013398852,0.38198071757450847
307,0.0388625792361146,0.358868177179525
308,0.06865714055614643,0.17967856069461668
309,0.1237965190254693,0.2838592861401415
310,0.44712936042980206,0.7920797424849219
311,0.1117643996064539,0.2895934754623332
312,0.8867416643603026,0.9671905467462322
313,0.18465173219895228,0.20805316171904495
314,0.14904656079426112,0.5379139261368194
315,0.17593264854566584,0.3043951616946268
316,0.13989918654965786,0.11666693909317698
317,0.08724379804232284,0.34736865402690514
318,0.04913730602508065,0.023072124958162188
319,0.12452635778953866,0.5119799284811313
320,0.08327944151775155,0.6880036991334063
321,0.3276683996292554,0.8339787314817013
322,0.06346383073188322,0.2613115474854692
323,0.14326976264114827,0.21161989026128872
324,0.19616396883260995,0.835934739544223
325,0.21675650518131814,0.522620489752409
326,0.3021055127365901,0.7288014529763024
327,0.008654699383059055,0.598825785187639
328,0.12591351199412923,0.29421291856964854
329,0.20558660847341154,0.6501192072095973
330,0.6008952796422511,0.7850391216841591
331,0.05396556843526516,0.03551704525049094
332,0.7228719567035787,0.9012619055514259
333,0.15025808185121817,0.1157947185393159
334,0.12153460820423552,0.5168412184303802
335,0.09199629843110524,0.712599893136437
336,0.5424368369828729,0.8351542675108051
337,0.009121399395744856,0.02225486459956913
338,0.16126250328745456,0.6504530861686109
339,0.06384731188253362,0.13187844511975197
340,0.546931480664446,0.39737669000675946
341,0.18335420564053667,0.3545603958191317
342,0.28148442951586355,0.9042509867659901
343,0.04530738563056571,0.5349560143290508
344,0.1355523777388436,0.32704713855799183
345,0.11380617980377529,0.33516180327974693
346,0.8764359418156183,0.9624641089113067
347,0.03635331884200574,0.06945459178885291
348,0.09152452944052944,0.8708331192631159
349,0.024722553485532768,0.05064241302480859
350,0.031007070572603095,0.04420991711196534
351,0.8400374391400243,0.9475368775781711
352,0.07302726394173091,0.3066200960494123
353,0.024947898347577442,0.35306430932894134
354,0.09972594510383134,0.5317169039203562
355,0.05670455211230602,0.411223601301072
356,0.08251209430404591,0.6479601431939868
357,0.16792719172464038,0.5694007880618278
358,0.05771928849898614,0.26060462679830854
359,0.051787553858637696,0.6175063569437134
360,0.3604160897992754,0.6681156348284848
361,0.8707848625888551,0.9473166482844764
362,0.5551243977169275,0.9406698765637925
363,0.052264842973269866,0.07664082138402564
364,0.0442431247355343,0.06999956378748164
365,0.08174386879966498,0.6763517541795737
366,0.026158523611607067,0.7994363203370933
367,0.047758514649781265,0.3315769001207821
368,0.7371446593663376,0.8758397755430578
369,0.5816641469765442,0.7686696513999934
370,0.0442008601845988,0.10267236329077332
371,0.2919881716889736,0.8676276204337647
372,0.2868410495710639,0.9302685470162143
373,0.0715511054511512,0.264911004225629
374,0.02011958390443602,0.726712198082244
375,0.2503361162374862,0.4813547327809926
376,0.05216378485468531,0.20458572112145895
377,0.8591472557537395,0.622826426240247
378,0.04192783086472733,0.017983566707515233
379,0.0645351021150936,0.07919060300356397
380,0.200562853297365,0.3229770821089227
381,0.21025488320698038,0.7904438648006877
382,0.18750947000952256,0.2506913999792596
383,0.2386284515843364,0.4938468401531645
384,0.5471304136480604,0.11292397138296459
385,0.08686230274875045,0.2937803549240036
386,0.20317256294408848,0.30693430826235973
387,0.006717141320083333,0.026665591007258897
388,0.06158916560360183,0.457630460281497
389,0.02551146125063794,0.24554706182290828
390,0.6223680456263282,0.7362646804549134
391,0.6274537187943073,0.8803087283613092
392,0.16302591921524934,0.5145059088110238
393,0.06724124744231325,0.7484315765908418
394,0.07796816314176082,0.602608359184905
395,0.08704250902724132,0.8641506390413998
396,0.019124955831498373,0.06460544748341725
397,0.29882929269669595,0.5470515820892726
398,0.04047201385626155,0.35665984864428907
399,0.5815593974454468,0.8608321259116668
400,0.4397206916756424,0.7263962034718433
401,0.09991571603558974,0.32351418862758546
402,0.0895569130767751,0.27888719915378574
403,0.10418773378664961,0.40257071123307314
404,0.046874153679613194,0.367745484820473
405,0.24962826813161212,0.6006660161214155
406,0.10324215920118708,0.35557944884596143
407,0.08205578538444136,0.1992494705319094
408,0.6054352870024398,0.883350946872428
409,0.16265310055680374,0.903438011439798
410,0.07179404672497297,0.12380266582517378
411,0.13526816179004514,0.511559606672507
412,0.05795974988585843,0.36138881641809506
413,0.3286760238611634,0.9755929770558662
414,0.01673645634922682,0.733079170940206
415,0.05190320661386178,0.22822837651031877
416,0.05665382274759607,0.09188492620603189
417,0.047344575318241794,0.0925889100501689
418,0.025520161018627814,0.04194284745816861
419,0.3616689142024084,0.07450847519623259
420,0.07936019556826245,0.10296370804807081
421,0.17723835575923186,0.5546088248598176
422,0.5611813948508414,0.6368148715956008
423,0.11707428065918103,0.2584030606877053
424,0.05473333926488266,0.07379897876401258
425,0.5114654716524061,0.9146283411835487
426,0.1153174764070734,0.584538511638954
427,0.6241040637383799,0.8895275591903656
428,0.19302750276815114,0.5916953173231442
429,0.07692386976559495,0.46730380495023743
430,0.07854374088781083,0.26972962685725693
431,0.17058055866488367,0.5786142192156994
432,0.1256254274971678,0.12447517038634062
433,0.8961424622847338,0.945223849128086
434,0.6219441906391611,0.847196707668828
435,0.071642808510452,0.30505282742058465
436,0.21934726954459405,0.4510776273496539
437,0.05860522547143666,0.04352393184064097
438,0.5571359456875817,0.7332787442495505
439,0.045364909032918246,0.9115974508463668
440,0.05843639977926598,0.27828806233911807
441,0.18899381425169307,0.1639634564872804
442,0.2919411585917397,0.1819961168436033
443,0.6810627414204719,0.9770382220144885
444,0.1384479704117569,0.7205210774393592
445,0.035725715454806115,0.31613757989585883
446,0.21751289998535023,0.7547678997194893
447,0.7686088387609741,0.9199462692870554
448,0.17105006621863522,0.6295822690795672
449,0.015548496438748768,0.30869008236471035
450,0.012955341097863607,0.4907747203341352
451,0.0789579722956643,0.37683417183889223
452,0.04891899645446292,0.21115388454923942
453,0.2400436114361762,0.25249276811623234
454,0.261128193235254,0.4886184222956192
455,0.2109254773787527,0.949771830449415
456,0.6379513036814696,0.4133628384738493
457,0.21695954900848818,0.11327396565215515
458,0.4632272446480534,0.581015577781353
459,0.0632681415318984,0.12485870213869744
460,0.12155595319363792,0.4896421484501353
461,0.14639369975041347,0.7366011938132101
462,0.41760567266590337,0.7005707711552335
463,0.35217072143692385,0.8261233445961776
464,0.05160968202003382,0.31571489094691
465,0.04965390957558421,0.8395891317782057
466,0.2683511068542834,0.598476205712202
467,0.051300512721488195,0.10909302342674988
468,0.06819336091664945,0.19001580371218904
469,0.5108468534785697,0.9376675481258834
470,0.7870205113425077,0.9513562588533564
471,0.1442067011793662,0.4195784520093717
472,0.07176068479370512,0.2049962462867331
473,0.2662823541322801,0.32792401365398544
474,0.031819250697769724,0.7998166612785166
475,0.6897426000784092,0.9312782646069283
476,0.04189158644244277,0.5071639626736072
477,0.03886693161978073,0.4126110931138395
478,0.46902573331055564,0.7810081043073216
479,0.15132185554777064,0.6441109382815882
480,0.0905528690609816,0.1297668654956323
481,0.05880966967215815,0.431295655594374
482,0.08883680643937936,0.5376622788179275
483,0.4738222362976445,0.8059407241189818
484,0.16897004006502034,0.9634628320357659
485,0.5679981825017711,0.8260420998290907
486,0.0169588526802761,0.12191663850868537
487,0.14450773700200167,0.45117883709912926
488,0.039788186999759376,0.11008070247707973
489,0.26908740541796555,0.293221386892688
490,0.06941006829303766,0.7198232207467619
491,0.934698637287029,0.9890168186863204
492,0.031088220821062922,0.10537074093038044
493,0.26746770294957467,0.7096629978996812
494,0.7250547424908697,0.9308169735952234
495,0.08185544422540013,0.04246448136479261
496,0.060164697549417695,0.14538316676074212
497,0.039747133824875075,0.11745281305374008
498,0.08517300146143716,0.28726597953129746
499,0.11830634018024185,0.2000078647717003
500,0.06485367869081363,0.15894761847105687
501,0.7977944223533429,0.6921237012447227
502,0.12226496348642124,0.22994865509787482
503,0.30756575212049264,0.39098000275156924
504,0.1400577194256523,0.30670901375840337
505,0.533017323765622,0.933973733743275
506,0.4374011072167243,0.4963741231113792
507,0.02357295004428999,0.06756207351926441
508,0.13721279611962092,0.7752778043819134
509,0.1061855161175043,0.9020649379253092
510,0.06492365757827871,0.10552896442334249
511,0.6964875316465424,0.9517539177113539
512,0.39482334965790183,0.60236563331443
513,0.14191593178541206,0.4229544950985343
514,0.17978314829198755,0.5541043499476531
515,0.1869864161039292,0.5378288009187198
516,0.06567861190828225,0.6746000989015585
517,0.22740285610566113,0.7492188153519693
518,0.1654683739680904,0.2346419200827939
519,0.02087372063096578,0.22210446483586593
520,0.15750501084607707,0.3951160475463644
521,0.43950047606820797,0.8420494883795584
522,0.7585674098892565,0.9264887938246151
523,0.2017514474272491,0.9739975383910399
524,0.5236539856860308,0.8695956386872227
525,0.11925706056602292,0.5831070080775264
526,0.33230505752160067,0.16343333234166382
527,0.05143303571693605,0.021953984938955357
528,0.8777046959842139,0.9448103040347364
529,0.1260635801142929,0.9302814601946962
530,0.2799548111466522,0.4716968284200449
531,0.26196257036006193,0.6708217444616787
532,0.5007378079568792,0.1547807515314719
533,0.09387225182561279,0.4722770400520798
534,0.08839621735892321,0.26762866878144326
535,0.12385380372436774,0.5365930288233555
536,0.04638382339313134,0.08970792795935516
537,0.046983046270227605,0.11674290756961116
538,0.11328883909872947,0.454110211814117
539,0.8254046196801034,0.9664038229285611
540,0.19550545061653876,0.9401509835519422
541,0.1693365405766658,0.7436706324162224
542,0.10156262551626132,0.5384386714242023
543,0.11492522861482689,0.32374923694451396
544,0.08268294856347912,0.27206384053092264
545,0.3287790401715207,0.6341999454988383
546,0.08809478751080918,0.9163692176322421
547,0.8936094918132087,0.9704489589930988
548,0.13862591633947352,0.29396141743360515
549,0.5841742796683908,0.9671892579112908
550,0.3573443388722257,0.5533234455836145
551,0.4602308125508614,0.7690775675664603
552,0.6230015108191326,0.9115085041163008
553,0.16087412986860505,0.48520714946520577
554,0.11737539515714517,0.6368307909110744
555,0.23039906793493609,0.6282018092324458
556,0.08393606820380843,0.08840314032284408
557,0.0898838974235578,0.12517784171913815
558,0.052997874327697564,0.220414388730934
559,0.16224890358682534,0.2985741393313713
560,0.2034891722410356,0.8534948048454634
561,0.014968523352774776,0.14435008369941943
562,0.7421892680233029,0.46762813080777027
563,0.03887842979034389,0.08222770177980432
564,0.046635200768643,0.33457024366219473
565,0.014832904537443454,0.33516015338414296
566,0.05706454507915504,0.16818297787431266
567,0.1355510832180722,0.5270493212626463
568,0.20164096165309595,0.3956654347090733
569,0.011703592059306364,0.12057763529369027
570,0.04909103847134339,0.8082147025877677
571,0.14318172122639458,0.3681965517258183
572,0.09733668708050619,0.2656465315737608
573,0.23136804472992464,0.3612506627573232
574,0.06407699444856992,0.30187656574718175
575,0.0642367693616668,0.8531783814544176
576,0.0080368391582272,0.050507478569743254
577,0.17993746159641424,0.23792488866498818
578,0.10444335654413861,0.3743246056387455
579,0.0534464433915463,0.17366894520408865
580,0.17631765442874953,0.5058883138594433
581,0.5782094076659186,0.8152523102645712
582,0.2901014756758487,0.40275321076483567
583,0.016482697814434143,0.060716357162449754
584,0.7254104561888631,0.8688212204496171
585,0.05038853440981898,0.674073371238231
586,0.11955531401404093,0.9624943228344413
587,0.01660691528042531,0.04702130153242643
588,0.27038956951520693,0.8744907357731934
589,0.069529640764451,0.729994566316279
590,0.05711191530638502,0.6934404724460532
591,0.09867100813936708,0.25605363832443173
592,0.27219140526901536,0.7016845859186432
593,0.2159094326300884,0.963692585838185
594,0.009286938730950987,0.04114408984542281
595,0.14194442500372162,0.672301199797186
596,0.021943620865110224,0.0899485704443603
597,0.08891534094478848,0.7943962590390514
598,0.04086258155319441,0.03588649004398105
599,0.16654970204565936,0.5162837777731436
600,0.7569960706180145,0.8125617756479939
601,0.15680326603454198,0.2786828046390374
602,0.5609072728705535,0.9636464255720464
603,0.04738806186272271,0.12434402886579254
604,0.09892711834059462,0.11160626435061557
605,0.06792952754329883,0.3650364914358383
606,0.09550921854711973,0.16724942975801535
607,0.0454880751438078,0.05985631396492491
608,0.10945895062299184,0.4063983761083791
609,0.33256051182331886,0.7481933068690838
610,0.05701374482234848,0.09888031291196811
611,0.23068190413225306,0.30465371076193754
612,0.4322536236456325,0.883692516942716
613,0.3705371570519907,0.6040770150271767
614,0.040729676526487964,0.4837219342826854
615,0.20958867657196034,0.06693445849514096
616,0.10160867182316026,0.6214217913058726
617,0.374911371391344,0.5509608306309935
618,0.7312615857335848,0.9319778244697605
619,0.17484453201623562,0.6450761467656801
620,0.11932522951602058,0.28900391601498326
621,0.19710698874438665,0.5714984562542414
622,0.09982999148071559,0.24295810962807368
623,0.012574006639662866,0.4628554361851341
624,0.08900092689343517,0.24114937606802073
625,0.13992327264109158,0.9350893218627679
626,0.6365725968570345,0.8166846666702643
627,0.045303300655365475,0.036206554674074846
628,0.1141156326395093,0.07537959746238664
629,0.07217721345591868,0.15511265051687295
630,0.2744199106334768,0.7870940587477938
631,0.23749380527362948,0.44393397426395875
632,0.22595637122348947,0.22259099469397658
633,0.01963669091368436,0.16439135667183685
634,0.2175313532901322,0.658270238873007
635,0.024443684549423934,0.582103894301468
636,0.05954009292684009,0.151591063747569
637,0.2932233853482105,0.4905599723451512
638,0.07278032169874016,0.30302846006842515
639,0.7954236318103636,0.9636843840655823
640,0.7300796167187749,0.9357261092130494
641,0.12207500694470381,0.34990775987879996
642,0.04880078758286389,0.16156123858231838
643,0.19673221198692767,0.9307904554927457
644,0.8155353540269568,0.9040798743022523
645,0.091213850247765,0.30787470749963264
646,0.010520588315469455,0.11604732233714381
647,0.15373591895297462,0.5421745664364974
648,0.31658887354162873,0.45256180498418713
649,0.2308140663023179,0.6273597289556143
650,0.13151553002992247,0.36738269884793523
651,0.1947239214132984,0.7024031769014175
652,0.30803548044244405,0.7309331301253063
653,0.14411665381897976,0.5587102622624495
654,0.04107585896142367,0.9141701235807467
655,0.21984512980992696,0.5022787114553724
656,0.15997145770730342,0.31011274477710027
657,0.05644637633469453,0.3960063521856826
658,0.2421671660099429,0.6348268217745487
659,0.4743611347452403,0.6192278865051997
660,0.3101055746016574,0.5451710363309639
661,0.10677740057135694,0.5531899070127305
662,0.05970880358649439,0.057610341562594036
663,0.02253531361918894,0.7835373208139418
664,0.2985831877445239,0.39163194753543834
665,0.07111155880107554,0.2744965705090081
666,0.7686921741979168,0.7166246951092453
667,0.03153250543505518,0.29385399628521053
668,0.160941337434917,0.9360882092138472
669,0.6505744786803497,0.3960994357766888
670,0.09376465247344366,0.5910672897901492
671,0.07077035816717832,0.1645606448320422
672,0.11357483465884145,0.2514387017469946
673,0.15803846336758534,0.9522938732889193
674,0.10893364314630401,0.7230064806946864
675,0.36673857442707775,0.17460851455821405
676,0.2026669544783055,0.613527303359215
677,0.05765417132932713,0.41155476641636907
678,0.09269995787133305,0.9135697319340786
679,0.28729637562695926,0.8394933821181295
680,0.29108609711910755,0.7723470212174894
681,0.14674335284969212,0.2981063786728073
682,0.19061864542674217,0.21342714595926432
683,0.016720705553270925,0.03846568295200748
684,0.12402955854645928,0.7995955840525303
685,0.6194822841519751,0.8174102961351034
686,0.019566699305992898,0.09479926601909598
687,0.011698101271364364,0.49041646198616545
688,0.675025590290135,0.703216693236231
689,0.08133872910396671,0.08725329324573046
690,0.8812277337942545,0.9568720038700947
691,0.4366014364155576,0.8201505207931169
692,0.11089539157980974,0.6229095188598912
693,0.08406204369938876,0.6786527227559394
694,0.3146292364241331,0.36067566593317585
695,0.13898140937164746,0.7477050640852946
696,0.07309472513110171,0.2559266598616236
697,0.5170257968946815,0.25561341820432965
698,0.8753138748092233,0.8926524867703799
699,0.107066471931133,0.2319208309036546
700,0.06888077831183674,0.06794945950426139
